Sentence #,Word,POS,Tag
Sentence: 205,Hi,PRON-PERS,O
,biss,FOC,O
,perċezzjoni,NOUN,O
,qalli,VERB,O
,l-,DEF,O
,Kaptan,NOUN-PROP,B-MISC
,.,X-PUN,O
,0,0,O
Sentence: 206,Naħdmu,VERB,O
,bi,PREP,O
,3,X-DIG,O
,ġeneraturi,NOUN,O
,u,CONJ-CORD,O
,jekk,CONJ-SUB,O
,inħaddmu,VERB,O
,r-,DEF,O
,raba,NOUN,O
,wieħed,NUM-WHD,O
,kulma,COMP,O
,jkun,KIEN,O
,hemm,HEMM,O
,differenza,NOUN,O
,hu,PRON-PERS,O
,ta',VERB,O
,tliet,NUM-CRD,O
,minuti,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 207,U,CONJ-CORD,O
,għal,PREP,O
,dawn,PRON-DEM,O
,it-,DEF,O
,tliet,NUM-CRD,O
,minuti,NOUN,O
,jinħela,VERB,O
,ħafna,ADV,O
,aktar,ADJ,O
,fuel,NOUN,O
,u,CONJ-CORD,O
,ħafna,QUAN,O
,wear,NOUN,O
,and,X-ENG,O
,tear,VERB,O
,għalxejn,ADV,O
,.,X-PUN,O
,0,0,O
Sentence: 208,Il-,DEF,O
,vapuri,NOUN,O
,jkollhom,VERB-PSEU,O
,30,X-DIG,O
,tunellata,NOUN,O
,ta',VERB,O
,drenaġġ,NOUN,O
,li,COMP,O
,jinġabru,VERB,O
,minn,PREP,O
,bawżers,NOUN,O
,darbtejn,NOUN,O
,fil-,PREP-DEF,O
,ġimgħa,NOUN,O
,0,0,O
Sentence: 209,Aktar,ADV,O
,mid-,PREP-DEF,O
,duħħan,NOUN,O
,0,0,O
Sentence: 210,JEKK,X-ABV,O
,kien,KIEN,O
,hemm,HEMM,O
,xi,QUAN,O
,ħadd,PRON-INDEF,O
,li,COMP,O
,xamm,NOUN,O
,mill-,PREP-DEF,O
,bidu,NOUN,O
,r-,DEF,O
,riħa,NOUN,O
,suspettuża,ADJ,O
,fit-,PREP-DEF,O
,tfassil,NOUN,O
,u,CONJ-CORD,O
,eventwalment,ADV,O
,fl-,PREP-DEF,O
,għoti,NOUN,O
,tal-,GEN-DEF,O
,kuntratt,NOUN,O
,għall-,PREP-DEF,O
,estensjoni,NOUN,O
,tal-,GEN-DEF,O
,power,ADJ,O
,station,NOUN,O
,ta',GEN,O
,Dellimara,NOUN-PROP,B-LOC
,",",X-PUN,O
,li,COMP,O
,sewa,VERB,O
,lill-,LIL-DEF,O
,poplu,NOUN,O
,Malti,ADJ,B-MISC
,u,CONJ-CORD,O
,Għawdxi,ADJ,B-MISC
,għexieren,NOUN,O
,ta',GEN,O
,miljuni,NOUN,O
,ta',GEN,O
,ewro,NOUN,O
,",",X-PUN,O
,inklużi,PART-PASS,O
,erbgħa,NUM-CRD,O
,sħaħ,ADJ,O
,bħala,PREP,O
,kummissjoni,NOUN,O
,lil,LIL,O
,Joseph,NOUN-PROP,B-PER
,Mizzi,NOUN-PROP,I-PER
,",",X-PUN,O
,kien,KIEN,O
,proprju,ADJ,O
,dan,PRON-DEM,O
,il-,DEF,O
,ġurnal,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 211,Konna,KIEN,O
,aħna,PRON-PERS,O
,",",X-PUN,O
,b',PREP,O
,mod,NOUN,O
,partikolari,ADJ,O
,",",X-PUN,O
,li,COMP,O
,xandarna,NOUN,O
,biżibilju,NOUN,O
,ta',GEN,O
,stejjer,NOUN,O
,xokkanti,ADJ,O
,",",X-PUN,O
,ibda,VERB,O
,mill-,PREP-DEF,O
,għadd,NOUN,O
,ta',GEN,O
,kuntrumbajsi,NOUN,O
,li,COMP,O
,kien,KIEN,O
,għamel,VERB,O
,il-,DEF,O
,Gvern,NOUN,B-ORG
,ta',GEN,O
,Dr,X-ABV,B-PER
,Lawrence,NOUN-PROP,I-PER
,Gonzi,NOUN-PROP,I-PER
,sakemm,CONJ-SUB,O
,",",X-PUN,O
,bil-,PREP-DEF,O
,boċċa,NOUN,O
,qrib,PREP,O
,il-,DEF,O
,likk,NOUN,O
,",",X-PUN,O
,kien,KIEN,O
,ta,VERB,O
,l-,DEF,O
,kuntratt,NOUN,O
,lill-,LIL-DEF,O
,kumpanija,NOUN,O
,BWSC,X-ABV,B-ORG
,u,CONJ-CORD,O
,spiċċa,VERB,O
,fin-,PREP-DEF,O
,nuqqasijiet,NOUN,O
,tal-,GEN-DEF,O
,kuntratt,NOUN,O
,innifsu,PRON-REF,O
,.,X-PUN,O
,0,0,O
Sentence: 212,Konvinti,NOUN,O
,li,COMP,O
,kellna,VERB-PSEU,O
,sehem,NOUN,O
,",",X-PUN,O
,ftit,QUAN,O
,jew,CONJ-CORD,O
,wisq,ADV,O
,",",X-PUN,O
,biex,CONJ-SUB,O
,dan,PRON-DEM,O
,is-,DEF,O
,suġġett,NOUN,O
,ukoll,FOC,O
,ġie,VERB,O
,diskuss,NOUN,O
,u,CONJ-CORD,O
,ridiskuss,NOUN,O
,fost,PREP,O
,ħafna,QUAN,O
,kontroversji,NOUN,O
,oħrajn,ADJ,O
,f',PREP,O
,livell,NOUN,O
,ta',GEN,O
,kumitat,NOUN,O
,fil-,PREP-DEF,O
,Parlament,NOUN,B-ORG
,.,X-PUN,O
,0,0,O
Sentence: 213,Allura,ADV,O
,ma,NEG,O
,stajniex,VERB,O
,ħlief,PREP,O
,inkunu,KIEN,O
,fost,PREP,O
,id-,DEF,O
,diżappuntati,NOUN,O
,meta,CONJ-SUB,O
,rapport,NOUN,O
,tal-,GEN-DEF,O
,Awditur,NOUN,B-ORG
,Ġenerali,ADJ,I-ORG
,kien,KIEN,O
,wasal,VERB,O
,ukoll,FOC,O
,qrib,PREP,O
,li,COMP,O
,jxomm,VERB,O
,ir-,DEF,O
,riħa,NOUN,O
,ta',GEN,O
,korruzzjoni,NOUN,O
,",",X-PUN,O
,imma,CONJ-CORD,O
,ma,NEG,O
,setax,VERB,O
,jagħmel,VERB,O
,wisq,ADV,O
,aktar,ADV,O
,",",X-PUN,O
,partikolarment,ADV,O
,minħabba,PREP,O
,n-,DEF,O
,nuqqas,NOUN,O
,ta',GEN,O
,kollaborazzjoni,NOUN,O
,jew,CONJ-CORD,O
,l-,DEF,O
,ineżistenza,NOUN,O
,totali,ADJ,O
,tagħha,GEN-PRON,O
,li,COMP,O
,sab,VERB,O
,mill-,PREP-DEF,O
,protagonisti,NOUN,O
,involuti,PART-PASS,O
,.,X-PUN,O
,0,0,O
Sentence: 214,Meta,CONJ-SUB,O
,mbagħad,ADV,O
,dak,PRON-DEM,O
,iż-,DEF,O
,żmien,NOUN,O
,l-,DEF,O
,Oppożizzjoni,NOUN,B-ORG
,Laburista,ADJ,I-ORG
,",",X-PUN,O
,permezz,NOUN,O
,tal-,GEN-DEF,O
,Kumitat,NOUN,B-ORG
,tal-,GEN-DEF,I-ORG
,Kontijiet,NOUN,I-ORG
,Pubbliċi,ADJ,I-ORG
,tal-,GEN-DEF,I-ORG
,Parlament,NOUN,I-ORG
,(,X-PUN,O
,PAC,X-ABV,B-ORG
,),X-PUN,O
,",",X-PUN,O
,riedet,VERB,O
,tagħmel,VERB,O
,skrutinju,NOUN,O
,akbar,ADJ,O
,abbażi,NOUN,O
,tar-,GEN-DEF,O
,rapport,NOUN,O
,tal-,GEN-DEF,O
,Awditur,NOUN,B-MISC
,",",X-PUN,O
,il-,DEF,O
,Gvern,NOUN,B-ORG
,–,X-PUN,O
,u,CONJ-CORD,O
,mhux,PRON-PERS-NEG,O
,b',PREP,O
,inqas,ADV,O
,il-,DEF,O
,Ministru,NOUN,B-MISC
,Austin,NOUN-PROP,B-PER
,Gatt,NOUN-PROP,I-PER
,",",X-PUN,O
,li,COMP,O
,kien,KIEN,O
,politikament,ADV,O
,responsabbli,ADJ,O
,–,X-PUN,O
,m',NEG,O
,għamel,VERB,O
,xejn,PRON-INDEF,O
,ħlief,PREP,O
,li,COMP,O
,bidel,VERB,O
,is-,DEF,O
,seduti,NOUN,O
,tal-,GEN-DEF,O
,istess,ADJ,O
,kumitat,NOUN,O
,fi,PREP,O
,ħmar,NOUN,O
,#NAME?,X-ENG,O
,lejl,NOUN,O
,ta',GEN,O
,veru,ADJ,O
,u,CONJ-CORD,O
,sab,VERB,O
,kull,QUAN,O
,skuża,NOUN,O
,possibbli,ADJ,O
,biex,CONJ-SUB,O
,iħassar,VERB,O
,il-,DEF,O
,laqgħat,NOUN,O
,qabel,PREP,O
,biss,FOC,O
,bdew,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 215,Sadanittant,ADV,O
,il-,DEF,O
,popolin,NOUN,O
,",",X-PUN,O
,li,COMP,O
,osserva,VERB,O
,attentament,ADV,O
,kull,QUAN,O
,darba,NOUN,O
,",",X-PUN,O
,stenna,VERB,O
,aktar,ADV,O
,",",X-PUN,O
,u,CONJ-CORD,O
,sakemm,CONJ-SUB,O
,il-,DEF,O
,Gvern,NOUN,B-ORG
,Nazzjonalista,ADJ,B-ORG
,kien,KIEN,O
,qed,PROG,O
,jagħmel,VERB,O
,ħiltu,NOUN,O
,biex,CONJ-SUB,O
,irażżan,VERB,O
,it-,DEF,O
,trasparenza,NOUN,O
,",",X-PUN,O
,dan,PRON-DEM,O
,ippretenda,VERB,O
,li,COMP,O
,tkun,KIEN,O
,involuta,PART-PASS,O
,l-,DEF,O
,Pulizija,NOUN,B-ORG
,biex,CONJ-SUB,O
,",",X-PUN,O
,bil-,PREP-DEF,O
,mezzi,NOUN,O
,tagħha,GEN-PRON,O
,",",X-PUN,O
,tkun,KIEN,O
,hi,PRON-PERS,O
,li,COMP,O
,taqta',VERB,O
,l-,DEF,O
,kundanna,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 216,Kif,PRON-INT,O
,nafu,VERB,O
,lkoll,PRON-INDEF,O
,",",X-PUN,O
,iżda,CONJ-CORD,O
,",",X-PUN,O
,minn,PREP,O
,dan,PRON-DEM,O
,ma,NEG,O
,seħħ,VERB,O
,xejn,PRON-INDEF,O
,u,CONJ-CORD,O
,l-,DEF,O
,kwistjoni,NOUN,O
,baqgħet,VERB,O
,sospiża,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 217,B',PREP,O
,inqas,ADJ,O
,storbju,NOUN,O
,",",X-PUN,O
,iżda,CONJ-CORD,O
,daqstant,ADV,O
,ieħor,ADJ,O
,xokkanti,ADJ,O
,",",X-PUN,O
,ftit,QUAN,O
,jiem,NOUN,O
,qabel,PREP,O
,l-,DEF,O
,aħħar,ADJ,O
,elezzjoni,NOUN,O
,ġenerali,ADJ,O
,konna,KIEN,O
,aħna,PRON-PERS,O
,wkoll,FOC,O
,li,COMP,O
,żvelajna,VERB,O
,esklussivament,ADV,O
,kif,PRON-INT,O
,il-,DEF,O
,Ministru,NOUN,B-MISC
,Gatt,NOUN-PROP,B-PER
,fl-,PREP-DEF,O
,2004,X-DIG,O
,kien,KIEN,O
,involut,PART-PASS,O
,f',PREP,O
,taħditiet,NOUN,O
,",",X-PUN,O
,li,COMP,O
,baqgħu,VERB,O
,sigrieti,NOUN,O
,",",X-PUN,O
,mal-,PREP-DEF,O
,kumpanija,NOUN,O
,Taljana,ADJ,B-MISC
,",",X-PUN,O
,li,COMP,O
,sena,NOUN,O
,wara,PREP,O
,ġiet,VERB,O
,litteralment,ADV,O
,irregalata,PART-PASS,O
,s-,DEF,O
,Sea,NOUN-PROP,B-ORG
,Malta,NOUN-PROP,I-ORG
,u,CONJ-CORD,O
,l-,DEF,O
,poplu,NOUN,O
,Malti,ADJ,B-MISC
,tilef,VERB,O
,fost,PREP,O
,l-,DEF,O
,akbar,ADJ,O
,assi,NOUN,O
,statali,ADJ,O
,li,COMP,O
,qatt,ADV,O
,kellu,VERB-PSEU,O
,u,CONJ-CORD,O
,li,COMP,O
,kien,KIEN,O
,qed,PROG,O
,jagħmel,VERB,O
,il-,DEF,O
,qligħ,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 218,Ħadd,PRON-INDEF,O
,",",X-PUN,O
,iżda,CONJ-CORD,O
,",",X-PUN,O
,ma,NEG,O
,tniffes,VERB,O
,lanqas,FOC,O
,!,X-PUN,O
,0,0,O
Sentence: 219,Dan,PRON-DEM,O
,kollu,QUAN,O
,żgur,ADV,O
,ġie,VERB,O
,fi,PREP,O
,ħsibijiet,NOUN,O
,ħafna,QUAN,O
,Maltin,NOUN,B-MISC
,u,CONJ-CORD,O
,Għawdxin,NOUN,B-MISC
,ta',GEN,O
,rieda,NOUN,O
,tajba,ADJ,O
,fi,PREP,O
,tmiem,NOUN,O
,il-,DEF,O
,ġimgħa,NOUN,O
,li,COMP,O
,għadda,VERB,O
,hekk,ADV,O
,kif,PRON-INT,O
,tħabbar,VERB,O
,li,COMP,O
,l-,DEF,O
,Ministru,NOUN,B-MISC
,għall-,PREP-DEF,I-MISC
,Enerġija,NOUN,I-MISC
,Konrad,NOUN-PROP,B-PER
,Mizzi,NOUN-PROP,I-PER
,talab,VERB,O
,l-,DEF,O
,intervent,NOUN,O
,tal-,GEN-DEF,O
,Pulizija,NOUN,B-ORG
,wara,PREP,O
,li,COMP,O
,rapport,NOUN,O
,ieħor,ADJ,O
,tal-,GEN-DEF,O
,Awditur,NOUN,B-ORG
,Ġenerali,ADJ,I-ORG
,żvela,VERB,O
,skandli,VERB,O
,ġodda,ADJ,O
,",",X-PUN,O
,li,COMP,O
,kumbinazzjoni,NOUN,O
,wkoll,FOC,O
,seħħew,VERB,O
,taħt,PREP,O
,l-,DEF,O
,aħħar,ADJ,O
,amministrazzjoni,NOUN,O
,u,CONJ-CORD,O
,l-,DEF,O
,istess,ADJ,O
,ministru,NOUN,O
,",",X-PUN,O
,din,PRON-DEM,O
,id-,DEF,O
,darba,NOUN,O
,",",X-PUN,O
,iżda,CONJ-CORD,O
,",",X-PUN,O
,b',PREP,O
,rabta,NOUN,O
,mal-,PREP-DEF,O
,akbar,ADJ,O
,nefqa,NOUN,O
,statali,ADJ,O
,",",X-PUN,O
,dik,PRON-DEM,O
,tax-,GEN-DEF,O
,xiri,NOUN,O
,taż-,GEN-DEF,O
,żejt,NOUN,O
,għall-,PREP-DEF,O
,Enemalta,NOUN-PROP,B-ORG
,.,X-PUN,O
,0,0,O
Sentence: 220,Waqt,PREP,O
,li,COMP,O
,l-,DEF,O
,PN,X-ABV,B-ORG
,u,CONJ-CORD,O
,l-,DEF,O
,Kap,NOUN,O
,ġdid,ADJ,O
,tiegħu,GEN-PRON,O
,Dr,X-ABV,O
,Simon,NOUN-PROP,B-PER
,Busuttil,NOUN-PROP,I-PER
,ittantaw,VERB,O
,jiġġustifikaw,VERB,O
,bl-,PREP-DEF,O
,irħis,NOUN,O
,",",X-PUN,O
,b',PREP,O
,sentenza,NOUN,O
,jew,CONJ-CORD,O
,tnejn,NUM-CRD,O
,",",X-PUN,O
,dawn,PRON-DEM,O
,il-,DEF,O
,ħniżrijiet,NOUN,O
,ġodda,ADJ,O
,li,COMP,O
,sab,VERB,O
,l-,DEF,O
,Awditur,NOUN,B-MISC
,",",X-PUN,O
,inkluż,PREP,O
,l-,DEF,O
,indħil,NOUN,O
,politiku,ADJ,O
,li,COMP,O
,sewa,VERB,O
,lil,LIL,O
,Malta,NOUN-PROP,B-LOC
,$,X-PUN,O
,69,X-DIG,O
,miljun,NOUN,O
,żejda,ADJ,O
,f',PREP,O
,sena,NOUN,O
,waħda,NUM-WHD,O
,",",X-PUN,O
,il-,DEF,O
,Gvern,NOUN,B-ORG
,ġdid,ADJ,O
,Laburista,ADJ,B-MISC
,mexa,VERB,O
,mas-,PREP-DEF,O
,sens,NOUN,O
,komun,ADJ,O
,u,CONJ-CORD,O
,talab,VERB,O
,investigazzjoni,NOUN,O
,aktar,ADV,O
,fil-,PREP-DEF,O
,fond,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 221,Kien,KIEN,O
,diġà,ADV,O
,ċar,ADJ,O
,li,COMP,O
,bit-,PREP-DEF,O
,tneħħija,NOUN,O
,tal-,GEN-DEF,O
,preskrizzjoni,NOUN,O
,lill-,LIL-DEF,O
,ministri,NOUN,O
,u,CONJ-CORD,O
,l-,DEF,O
,Liġi,NOUN,B-MISC
,tal-,GEN-DEF,I-MISC
,Protezzjoni,NOUN,I-MISC
,tal-,GEN-DEF,I-MISC
,Informatur,NOUN,I-MISC
,(,X-PUN,O
,Whistleblower,ADJ,B-MISC
,Act,X-ABV,I-MISC
,),X-PUN,O
,f',PREP,O
,postha,NOUN,O
,",",X-PUN,O
,Gvern,NOUN,B-ORG
,Laburista,ADJ,I-ORG
,kien,KIEN,O
,qed,PROG,O
,iqis,VERB,O
,li,COMP,O
,żmien,NOUN,O
,id-,DEF,O
,duħħan,NOUN,O
,spiċċa,VERB,O
,!,X-PUN,O
Sentence: 222,Lil,LIL,O
,Edwin,NOUN-PROP,I-PER
,ma,NEG,O
,rriduhx,VERB,O
,fis-,PREP-DEF,O
,sodda,NOUN,O
,0,0,O
Sentence: 223,Id-,DEF,O
,dikjarazzjoni,NOUN,O
,li,COMP,O
,għamel,VERB,O
,id-,DEF,O
,deputat,NOUN,O
,nazzjonalista,ADJ,O
,Edwin,NOUN-PROP,B-PER
,Vassallo,NOUN-PROP,I-PER
,",",X-PUN,O
,li,COMP,O
,l-,DEF,O
,gvern,NOUN,B-ORG
,għandu,VERB-PSEU,O
,jinteressah,VERB,O
,minn,PREP,O
,dak,PRON-DEM,O
,li,COMP,O
,jiġri,VERB,O
,fil-,PREP-DEF,O
,kamra,NOUN,O
,tas-,GEN-DEF,O
,sodda,NOUN,O
,",",X-PUN,O
,ħasdet,VERB,O
,lil,LIL,O
,bosta,QUAN,O
,.,X-PUN,O
,0,0,O
Sentence: 224,Skont,PREP,O
,Edwin,NOUN-PROP,B-PER
,Vassallo,NOUN-PROP,I-PER
,",",X-PUN,O
,li,COMP,O
,ried,VERB,O
,jgħid,VERB,O
,kien,KIEN,O
,li,COMP,O
,dak,PRON-DEM,O
,li,COMP,O
,jiġri,VERB,O
,fil-,PREP-DEF,O
,kamra,NOUN,O
,tas-,GEN-DEF,O
,sodda,NOUN,O
,ħafna,QUAN,O
,drabi,NOUN,O
,jkollu,VERB-PSEU,O
,jġorr,VERB,O
,il-,DEF,O
,konsegwenzi,NOUN,O
,tiegħu,GEN-PRON,O
,l-,DEF,O
,gvern,NOUN,B-ORG
,u,CONJ-CORD,O
,allura,ADV,O
,l-,DEF,O
,gvern,NOUN,B-ORG
,ma,NEG,O
,jistax,VERB,O
,ma,NEG,O
,jinteressax,VERB,O
,ruħu,PRON-REF,O
,fih,PREP-PRON,O
,.,X-PUN,O
,0,0,O
Sentence: 225,Bl-,PREP-DEF,O
,argument,NOUN,O
,ta',GEN,O
,Edwin,NOUN-PROP,B-PER
,Vassallo,NOUN-PROP,I-PER
,",",X-PUN,O
,anke,FOC,O
,dak,PRON-DEM,O
,li,COMP,O
,jagħmel,VERB,O
,il-,DEF,O
,gvern,NOUN,B-ORG
,fil-,PREP-DEF,O
,kmamar,NOUN,O
,tiegħu,GEN-PRON,O
,fl-,PREP-DEF,O
,aħħar,NOUN,O
,mill-,PREP-DEF,O
,aħħar,NOUN,O
,ikollu,VERB-PSEU,O
,jġorru,VERB,O
,l-,DEF,O
,poplu,NOUN,O
,u,CONJ-CORD,O
,għalhekk,ADV,O
,żgur,ADJ,O
,li,COMP,O
,mhux,PRON-PERS-NEG,O
,ġustifikat,PART-PASS,O
,il-,DEF,O
,gvern,NOUN,B-ORG
,meta,CONJ-SUB,O
,jżomm,VERB,O
,xi,QUAN,O
,rapport,NOUN,O
,ta',GEN,O
,inkjesta,NOUN,O
,magħluq,PART-PASS,O
,f',PREP,O
,xi,QUAN,O
,kexxun,NOUN,O
,jew,CONJ-CORD,O
,jippubblika,VERB,O
,minnu,PREP-PRON,O
,biss,FOC,O
,ċerti,QUAN,O
,partijiet,NOUN,O
,filwaqt,CONJ-SUB,O
,li,COMP,O
,oħrajn,NOUN,O
,",",X-PUN,O
,bl-,PREP-DEF,O
,iskuża,NOUN,O
,tal-,GEN-DEF,O
,kunfidenzjalità,NOUN,O
,kummerċjali,ADJ,O
,",",X-PUN,O
,jżommhom,VERB,O
,misturin,PART-PASS,O
,.,X-PUN,O
,0,0,O
Sentence: 226,Il-,DEF,O
,kuntratt,NOUN,O
,tal-,GEN-DEF,O
,BWSC,X-ABV,B-ORG
,",",X-PUN,O
,jekk,CONJ-SUB,O
,niġu,VERB,O
,għal,PREP,O
,dan,PRON-DEM,O
,",",X-PUN,O
,huwa,PRON-PERS,O
,każ,NOUN,O
,mill-,PREP-DEF,O
,ewlenin,ADJ,O
,",",X-PUN,O
,fejn,PRON-INT,O
,il-,DEF,O
,poplu,NOUN,O
,mhux,PRON-PERS-NEG,O
,biss,FOC,O
,għandu,VERB-PSEU,O
,interess,NOUN,O
,pekunjarju,NOUN,O
,imma,CONJ-CORD,O
,anke,FOC,O
,interess,NOUN,O
,marbut,PART-PASS,O
,ma',PREP,O
,saħħtu,NOUN,O
,",",X-PUN,O
,u,CONJ-CORD,O
,xorta,NOUN,O
,waħda,NUM-WHD,O
,l-,DEF,O
,gvern,NOUN,B-ORG
,żamm,VERB,O
,partijiet,NOUN,O
,minn,PREP,O
,dan,PRON-DEM,O
,il-,DEF,O
,kuntratt,NOUN,O
,bogħod,NOUN,O
,mhux,PRON-PERS-NEG,O
,biss,FOC,O
,minn,PREP,O
,għajn,NOUN,O
,il-,DEF,O
,pubbliku,NOUN,O
,imma,CONJ-CORD,O
,saħansitra,FOC,O
,minn,PREP,O
,għajn,NOUN,O
,il-,DEF,O
,parlament,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 227,Lura,ADV,O
,għall-,PREP-DEF,O
,argument,NOUN,O
,dwar,PREP,O
,id-,DEF,O
,dikjarazzjoni,NOUN,O
,ta',GEN,O
,Edwin,NOUN-PROP,B-PER
,Vassallo,NOUN-PROP,I-PER
,.,X-PUN,O
,0,0,O
Sentence: 228,Fil-,PREP-DEF,O
,fehma,NOUN,O
,tagħna,GEN-PRON,O
,",",X-PUN,O
,din,PRON-DEM,O
,hija,PRON-PERS,O
,dikjarazzjoni,NOUN,O
,mill-,PREP-DEF,O
,aktar,ADV,O
,perikoluża,ADJ,O
,.,X-PUN,O
,0,0,O
Sentence: 229,Id-,DEF,O
,deputat,NOUN,O
,nazzjonalista,ADJ,O
,forsi,ADV,O
,mhuwiex,PRON-PERS-NEG,O
,konxju,ADJ,O
,tal-,GEN-DEF,O
,implikazzjonijiet,NOUN,O
,li,COMP,O
,hemm,HEMM,O
,marbuta,PART-PASS,O
,ma',PREP,O
,dak,PRON-DEM,O
,li,COMP,O
,qal,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 230,Madankollu,ADV,O
,",",X-PUN,O
,wieħed,NUM-WHD,O
,irid,VERB,O
,jinnota,VERB,O
,li,COMP,O
,fi,PREP,O
,kliemu,NOUN,O
,baqa',VERB,O
,koerenti,ADJ,O
,bis-,PREP-DEF,O
,sħiħ,ADJ,O
,mal-,PREP-DEF,O
,politika,NOUN,O
,li,COMP,O
,qed,PROG,O
,imexxi,VERB,O
,biha,PREP-PRON,O
,dan,PRON-DEM,O
,il-,DEF,O
,gvern,NOUN,B-ORG
,b',PREP,O
,rabta,NOUN,O
,mal-,PREP-DEF,O
,morali,ADJ,O
,pubblika',VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 231,Irridu,VERB,B-PER
,nieħdu,VERB,O
,din,PRON-DEM,O
,id-,DEF,O
,dikjarazzjoni,NOUN,O
,ta',GEN,O
,Edwin,NOUN-PROP,B-PER
,Vassallo,NOUN-PROP,I-PER
,fil-,PREP-DEF,O
,kuntest,NOUN,O
,",",X-PUN,O
,ngħidu,VERB,O
,aħna,PRON-PERS,O
,",",X-PUN,O
,tal-,GEN-DEF,O
,politika,NOUN,O
,ta',GEN,O
,ċensura,NOUN,O
,li,COMP,O
,għadu,VERB-PSEU,O
,jippersisti,VERB,O
,dwarha,PREP-PRON,O
,l-,DEF,O
,gvern,NOUN,B-ORG
,;,X-PUN,O
,fejn,PRON-INT,O
,jidher,VERB,O
,ċar,ADJ,O
,li,COMP,O
,l-,DEF,O
,fehma,NOUN,O
,tal-,GEN-DEF,O
,ministru,NOUN,O
,Carm,NOUN-PROP,B-PER
,Mifsud,NOUN-PROP,I-PER
,Bonnici,NOUN-PROP,I-PER
,spiċċat,VERB,O
,belgħet,VERB,O
,għal,PREP,O
,kollox,PRON-INDEF,O
,il,X-ENG,O
,fehma,NOUN,O
,kuntrarja,ADJ,O
,tal-,GEN-DEF,O
,ministru,NOUN,O
,Dolores,NOUN-PROP,B-PER
,Cristina,NOUN-PROP,I-PER
,",",X-PUN,O
,li,COMP,O
,kienet,KIEN,O
,iddikjarat,VERB,O
,li,COMP,O
,l-,DEF,O
,liġijiet,NOUN,O
,taċ-,GEN-DEF,O
,ċensura,NOUN,O
,f',PREP,O
,pajjiżna,NOUN,O
,huma,PRON-PERS,O
,dell,NOUN,O
,tal-,GEN-DEF,O
,imgħoddi,NOUN,O
,u,CONJ-CORD,O
,jinħtieġu,VERB,O
,li,COMP,O
,jinbidlu,VERB,O
,.,X-PUN,O
,0,0,O
Sentence: 232,Il-,DEF,O
,politika,NOUN,O
,,X-ABV,O
,morali,ADJ,O
,ta',GEN,O
,dan,PRON-DEM,O
,il-,DEF,O
,gvern,NOUN,B-ORG
,hija,PRON-PERS,O
,perikoluża,ADJ,O
,u,CONJ-CORD,O
,forsi,ADV,O
,mingħajr,PREP,O
,ma,COMP,O
,jirrealizza,VERB,O
,biżżejjed,ADV,O
,",",X-PUN,O
,il-,DEF,O
,gvern,NOUN,B-ORG
,qed,PROG,O
,jilgħab,VERB,O
,man-,PREP-DEF,O
,nar,NOUN,O
,.,X-PUN,O
,0,0,O
Sentence: 233,Il-,DEF,O
,konservattiviżmu,NOUN,O
,tiegħu,GEN-PRON,O
,qed,PROG,O
,iwasslu,VERB,O
,biex,CONJ-SUB,O
,joħloq,VERB,O
,mudelli,NOUN,O
,mentali,ADJ,O
,ta',GEN,O
,normalità,NOUN,O
,u,CONJ-CORD,O
,biex,CONJ-SUB,O
,jinfurzahom,VERB,O
,spiss,ADV,O
,qed,PROG,O
,juża,VERB,O
,l-,DEF,O
,argument,NOUN,O
,finanzjarju,ADJ,O
,;,X-PUN,O
,jiġifieri,VERB,O
,",",X-PUN,O
,li,COMP,O
,kull,QUAN,O
,min,PRON-INT,O
,ma,NEG,O
,jikkonformax,VERB,O
,ma',PREP,O
,din,PRON-DEM,O
,in-,DEF,O
,normalità,NOUN,O
,qed,PROG,O
,jiswa,VERB,O
,l-,DEF,O
,flus,NOUN,O
,lill-,LIL-DEF,O
,bwiet,NOUN,O
,tal-,GEN-DEF,O
,bqija,NOUN,O
,tal-,GEN-DEF,O
,Maltin,NOUN,B-MISC
,.,X-PUN,O
,0,0,O
Sentence: 234,Din,PRON-DEM,O
,it-,DEF,O
,tattika,NOUN,O
,l-,DEF,O
,istess,ADJ,O
,gvern,NOUN,B-ORG
,diġà,ADV,O
,applikaha,VERB,O
,fil-,PREP-DEF,O
,kuntest,NOUN,O
,produttiv,ADJ,O
,-,X-PUN,O
,ekonomiku,ADJ,O
,u,CONJ-CORD,O
,ħoloq,VERB,O
,klassijiet,NOUN,O
,ta',GEN,O
,ħaddiema,NOUN,O
,mistmerra,PART-PASS,O
,mill-,PREP-DEF,O
,bqija,NOUN,O
,tal-,GEN-DEF,O
,poplu,NOUN,O
,",",X-PUN,O
,bħalma,CONJ-SUB,O
,kienu,KIEN,O
,l-,DEF,O
,ħaddiema,NOUN,O
,tat-,GEN-DEF,O
,tarzna,NOUN,O
,u,CONJ-CORD,O
