id,tokens,ner_tags
 283,"['Waqfa', 'teknika', ""m'"", 'għandhiex', 'tirriżulta', ""f'"", 'li', 'settur', ""ta'"", 'titjira', 'jiġi', 'klassifikat', ""b'"", 'mod', 'differenti', 'minn', 'kif', 'kien', 'ikun', 'il-', 'każ', 'li', 'kieku', 'l-', 'waqfa', 'teknika', 'ma', 'tkunx', 'saret', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 284,"['Il-', 'klassifikazzjoni', ""ta'"", 'traffiku', '(', 'passiġġieri', ',', 'merkanzija', ',', 'posta', ')', 'irrispettivament', 'mix-', 'xorta', 'tiegħu', ',', 'għandha', 'tkun', 'għalkollox', 'l-', 'istess', 'bħall-', 'klassifikazzjoni', 'tas-', 'settur', ""ta'"", 'titjira', 'operat', 'mill-', 'inġenju', ""ta'"", 'l-', 'ajru', ';', 'tfal', 'tfisser', 'persuni', 'li', 'l-', 'età', 'tagħhom', 'tkun', 'bejn', 'sentejn', 'u', 'tnax', '#NAME?', 'sena', ';', 'titjiriet', 'tfisser', 'l-', 'għadd', ""ta'"", 'titjiriet', 'bejn', 'kull', 'par', ""ta'"", 'ajruporti', ""f'"", 'settur', ""ta'"", 'titjira', ';', 'titjiriet', 'bi', 'skeda', 'tfisser', 'dawk', 'it-', 'titjiriet', 'li', 'jsiru', 'minn', 'inġenji', ""ta'"", 'l-', 'ajru', 'għall-', 'kiri', 'jew', ""b'"", 'kumpens', 'biex', 'iġorru', 'passiġġieri', ',', 'merkanzija', 'u', 'posta', ',', ""b'"", 'tali', 'manjiera', 'illi', 'fuq', 'kull', 'titjira', 'jkun', 'hemm', 'disponibbli', 'postijiet', 'għall-', 'passiġġieri', 'li', 'jistgħu', 'jinxtraw', 'individwalment', 'minn', 'kulħadd', ',', 'kemm', 'direttament', 'mingħand', 'it-', 'trasportatur', 'kemm', 'mingħand', 'l-', 'aġenti', 'awtorizzati', 'tiegħu', ',', 'li', 'jsiru', 'bejn', 'mitjar', 'u', 'ieħor', 'jew', 'aktar', ',', 'jew', 'skond', 'orarju', 'ppubblikat', 'jew', 'li', 'jkunu', 'daqstant', 'regolari', 'jew', ""ta'"", 'spiss', 'li', 'jikkostitwixxu', 'serje', 'li', 'tingħaraf', ""b'"", 'mod', 'sistematiku', ';', 'titjiriet', 'mhux', 'bi', 'skeda', 'tfisser', 'dawk', 'it-', 'titjiriet', 'ipprovduti', 'għall-', 'kiri', 'jew', ""b'"", 'kumpens', 'barra', 'minn', 'dawk', 'imniżżlin', 'bħala', 'titjiriet', 'bi', 'skeda', ',', 'u', 'jinkludu', 'titjiriet', 'air', 'taxi', ';', 'trasportatur', 'tfisser', 'intrapriża', ""ta'"", 'trasport', 'bl-', 'ajru', 'li', 'jkollha', 'liċenża', 'valida', 'biex', 'hi', 'tkun', ""tista'"", 'topera', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 285,"['Meta', 'trasportaturi', 'jkollhom', 'intrapriża', 'flimkien', 'jew', 'xi', 'ftehim', 'kuntrattwali', 'ieħor', 'li', 'jkun', 'jeħtieġ', 'lil', 'xi', 'tnejn', 'jew', 'aktar', 'minnhom', 'li', 'jassumu', 'responsabbiltà', 'separata', 'biex', 'joffru', 'u', 'jbiegħu', 'prodotti', ""ta'"", 'trasport', 'bl-', 'ajru', 'fuq', 'titjira', 'jew', 'taqbila', ""ta'"", 'titjiriet', ',', 'għandu', 'jiġi', 'mniżżel', 'it-', 'trasportatur', 'li', 'attwalment', 'ikollu', 'd-', 'drittijiet', 'kummerċjali', 'biex', 'jopera', 't-', 'titjira', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 286,"['Karatteristiċi', 'fil-', 'ġbir', ""ta'"", 'data', '.']","[5, 5, 5, 5, 5, 5]"
 287,"['(', 'a', ')', 'Trasportatur', 'għandu', 'jibgħat', 'lill-', 'operatur', ""ta'"", 'mitjar', 'li', 'jkun', 'jinsab', ""f'"", 'Malta', 'u', 'li', 'jkollu', 'liċenża', 'għall-', 'użu', 'pubbliku', ',', 'data', 'dwar', 'trasport', 'bl-', 'ajru', 'li', 'jkollhom', ""x'"", 'jaqsmu', ""ma'"", 'servizzi', ""ta'"", 'l-', 'ajru', 'kummerċjali', 'li', 'jsiru', ""f'"", 'dak', 'il-', 'mitjar', 'u', 'li', 'jkunu', 'juru', 'l-', 'ġarr', ""ta'"", 'passiġġieri', ',', 'l-', 'postijiet', ""ta'"", 'passiġġieri', 'disponibbli', ',', 'il-', 'merkanzija', 'u', 'l-', 'posta', ',', 'għal', 'kull', 'settur', ""ta'"", 'titjira', 'lejn', 'u', 'minn', 'dak', 'il-', 'mitjar', '.']","[5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 288,"['(', 'b', ')', 'Id-', 'data', 'dwar', 'trasport', 'bl-', 'ajru', 'għandhom', 'jintbagħtu', 'lill-', 'operatur', 'tal-', 'mitjar', 'fl-', 'għamla', ""ta'"", 'rappurtaġġ', 'kif', 'murija', 'fl-', 'Iskeda', 'jew', 'inkella', ""f'"", 'dik', 'l-', 'għamla', 'elettronika', 'kif', 'jiġi', 'INFORMAZZJONI', 'STATISTIKA', 'LI', 'TINGĦATA', 'DWAR', 'IL-', 'ĠARR', ""TA'"", 'PASSIĠĠIERI', ',', 'MERKANZIJA', 'U', 'POSTA', 'ġ', 'L', '.', 'S', '.', '232.08', '3', 'miftiehem', 'dwarha', ""ma'"", 'l-', 'operatur', 'tal-', 'mitjar', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 289,"['(', 'ċ', ')', 'It-', 'trasportatur', 'għandu', 'jibgħat', 'id-', 'data', 'dwar', 'it-', 'trasport', 'bl-', 'ajru', 'msemmija', ""f'"", 'dan', 'ir-', 'regolament', 'fi', 'żmien', 'tnax', '#NAME?', 'siegħa', 'mill-', 'wasla', 'fil-', 'mitjar', 'jew', 'mit-', 'tluq', 'mill-', 'mitjar', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 290,"['Preżentazjoni', ""ta'"", 'data', '.']","[5, 5, 5, 5]"
 291,"['L-', 'operatur', 'tal-', 'mitjar', 'għandu', 'jibgħat', 'id-', 'data', 'dwar', 'it-', 'trasport', 'bl-', 'ajru', ""f'"", 'dak', 'il-', 'format', 'u', 'fuq', 'bażi', 'regolari', 'lid-', 'Direttur', 'kif', 'l-', 'istess', 'Direttur', ""jista'"", 'jkun', 'jeħtieġ', '.']","[5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 2, 5, 5, 5, 5]"
 292,"['Anqas', 'għaraftek', '…']","[5, 5, 5]"
 293,"['Waħda', 'mara', ""ta'"", 'xi', 'erbgħin', 'sena', 'taha', 'attakk', 'tal-', 'qalb', 'u', 'ħaduha', 'tiġri', 'lejn', 'l-', 'isptar', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 294,"['Il-', 'biċċa', 'kienet', 'gravi', '.']","[5, 5, 5, 5, 5]"
 295,"['Tobba', ',', 'nurses', ',', 'mediċini', '.']","[5, 5, 5, 5, 5, 5]"
 296,"['Kellhom', 'jagħmlulha', 'operazzjoni', 'malajr', 'biex', 'isalvawha', '.']","[5, 5, 5, 5, 5, 5, 5]"
 297,"['Ħin', 'minnhom', 'qalbha', 'waqfet', 'u', 'sabet', 'ruħha', 'quddiem', 'il-', 'Mulej', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 298,"['Le', '…', ',', 'weġibha', 'Alla', ',', ""b'"", 'nofs', 'tbissima', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 299,"['Cħad', 'fadallek', 'tlieta', 'u', 'erbgħin', 'sena', ',', 'xahrejn', 'u', 'tmint', 'ijiem', ""x'"", 'tgħix', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 300,"['Il-', 'mara', 'reġgħet', 'stejqret', 'u', 'sabet', 'ruħha', 'mill-', 'ġdid', 'fuq', 'is-', 'sodda', ""ta'"", 'l-', 'isptar', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 301,"['Kulħadd', 'skanta', 'kif', 'baqgħet', 'ħajja', '.']","[5, 5, 5, 5, 5, 5]"
 302,"['Kollha', 'ferħana', 'li', 'għandha', 'dawk', 'is-', 'snin', 'kollha', ""ta'"", 'ħajja', 'garantiti', 'minn', 'Alla', 'nnifsu', ',', 'il-', 'mara', 'ddeċidiet', 'li', 'tgawdihom', 'kemm', 'tiflaħ', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 303,"['Malli', 'ħarġet', 'mill-', 'isptar', 'marret', 'dritt', 'għand', 'speċjalisti', 'tas-', 'sbuħija', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 304,"['Għamlet', 'kull', 'ma', 'setgħet', 'biex', 'tkun', 'mara', 'sabiħa', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5]"
 305,"['Mhux', 'biss', 'bidlet', 'il-', 'kulur', ""ta'"", 'xagħrha', ',', 'imma', 'saħansitra', 'għamlet', 'operazzjonijiet', 'biex', 'tiddritta', 'mneħirha', ',', 'tneħħi', 'xi', 'tikmix', 'li', 'kien', 'beda', 'jidher', ""f'"", 'wiċċha', 'u', 'anke', 'neħħiet', 'xi', 'żewġ', 'tbajja', 'ħaddejha', 'li', 'kienu', 'jdejquha', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 306,"['Fi', 'ftit', 'kliem', 'riedet', 'tkun', 'lesta', 'biex', 'tapprofitta', 'kemm', 'tiflaħ', 'mis-', 'snin', 'ħajja', 'li', 'kien', 'baqagħlha', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 307,"['Imma', ',', 'hekk', 'kif', 'ħarġet', 'mill-', 'klinika', 'tas-', 'sbuħija', ',', 'mehdija', 'kif', 'kienet', ""b'"", 'dawn', 'il-', 'ħsibijiet', ',', 'qasmet', 'it-', 'triq', 'bi', 'ftit', 'fixla', 'u', 'karozza', 'li', 'kienet', 'għaddejja', 'tajritha', 'u', 'qatlitha', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 308,"['Dlonk', 'reġgħet', 'sabet', 'ruħha', 'quddiem', 'Alla', '.']","[5, 5, 5, 5, 5, 5, 5]"
 309,"['Din', ""x'"", 'biċċa', 'hi', ',', 'qaltlu', '.']","[5, 5, 5, 5, 5, 5, 5]"
 310,"['lnt', 'ma', 'wegħdtnix', 'li', 'fadalli', 'aktar', 'minn', 'tlieta', 'u', 'erbgħin', 'sena', 'ħajja', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 311,"['Jiddispjaċini', ',', 'imma', 'anqas', 'għaraftek', ',', 'tant', 'inbdilt', 'bl-', 'operazzjonijiet', 'li', 'għamilt', ""f'"", 'wiċċek', 'u', ""f'"", 'ġismek', '…']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 312,"['Numru', 'kbir', ""ta'"", 'persuni', 'ma', 'tħallewx', 'jidħlu', 'fil-', 'Kon', '-', 'Katidral', ""ta'"", 'San', 'Ġwann', 'għall-', 'quddiesa', ""ta'"", 'nofsillejl', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5]"
 313,"['Fi', 'storja', 'ppubblikata', 'fil-', 'ġurnal', 'The', 'Malta', 'Independent', 'intqal', 'li', 'min', 'ried', 'jattendi', 'għall-', 'quddies', 'Presidenzjali', ""ta'"", 'nofsillejl', 'ried', 'iħallas', '€', '12', '#NAME?', 'ewro', 'li', 'kien', 'jinkludi', 'wkoll', 'early', 'breakfast', 'fil-', 'Palazz', 'tal-', 'President', 'il-', 'Belt', 'Valletta', 'bil-', 'qliegħ', 'kollu', 'jmur', 'għall-', 'Malta', 'Community', 'Chest', 'Fund', '.']","[5, 5, 5, 5, 5, 0, 7, 7, 5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 4, 4, 5, 1, 4, 5, 5, 5, 5, 5, 0, 7, 7, 7, 5]"
 314,"['Madanakollu', ',', 'The', 'Independent', 'tgħid', 'li', 'dan', 'qanqal', 'tgergir', 'peress', 'li', 'kien', 'hemm', 'persuni', 'li', 'xtaqu', 'jmorru', 'biss', 'għall-', 'quddies', 'u', 'ma', 'kienux', 'interessati', 'fl-', 'ikel', ""ta'"", 'wara', '.']","[5, 5, 0, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 315,"['The', 'Independent', 'tirraporta', 'li', 'saħansitra', 'kien', 'hemm', 'persuna', 'li', 'staqsiet', 'din', 'id-', 'dar', ""t'"", 'Alla', 'jew', 'id-', 'dar', 'tal-', 'flus', '?', '.']","[0, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 316,"['Oħrajn', 'qalu', 'fid-', 'dar', ""t'"", 'Alla', 'għandu', 'jidħol', 'kulħadd', 'u', 'mhux', 'dawk', 'biss', 'li', 'jaffordjaw', 'li', 'jagħmlu', 'dan', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 317,"['I', 'disagree', 'with', 'the', 'president', 'to', 'allow', 'such', 'things', 'to', 'happen', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 318,"['I', 'disagree', 'with', 'St', '.', 'John', 's', 'administration', 'as', 'well', 'for', 'allowing', 'such', 'things', 'to', 'happen', '.']","[5, 5, 5, 2, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 319,"['Is', 'the', 'house', 'of', 'God', 'at', 'Valletta', 'becoming', 'like', 'a', 'market', 'place', 'during', 'this', 'term', 'of', 'Labour', 'dominance', '?']","[5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5]"
 320,"['Disgrace', '.']","[5, 5]"
 321,"['Pastazata', 'wahda', 'wara', 'l-', 'ohra', '!']","[5, 5, 5, 5, 5, 5]"
 322,"['Il-', 'Konkatidral', 'huwa', 'd-', 'Dar', ""ta'"", 'Alla', 'u', 'kullħadd', 'għandu', 'jkollu', 'dritt', 'jidħol', ""jisma'"", 'l-', 'quddiesa', 'mingħajr', 'ħlas', '.']","[5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 323,"['Kieku', 'jħallu', 'lil', 'kulħadd', 'jagħmel', 'għotja', 'minn', 'rajh', ',', 'l-', 'iskop', 'kien', 'jintlaħaq', 'xorta', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 324,"['Umbagħad', ',', 'min', 'għandu', 'salarju', 'fenomenali', 'kien', 'ikun', 'mistenni', 'jagħti', '€', '120', 'mhux', '€', '12', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 325,"['Hawn', 'ħafna', 'Maltin', 'li', '€', '12', 'iħossuhom', ';', 'fil-', 'waqt', 'li', '€', '12', 'għal', 'nies', 'bħal', 'ministri', ',', 'avukati', ',', 'tobba', ',', 'u', 'l-', 'bqija', ',', 'qishom', 'qed', 'jagħtu', 'żewġ', 'soldi', '!', '!', '!']","[5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 326,"['The', 'House', 'of', 'God', 'is', 'free', '.']","[5, 5, 5, 5, 5, 5, 5]"
 327,"['No', 'excuses', '.']","[5, 5, 5]"
 328,"['Tickets', 'should', 'NOT', 'be', 'sold', 'to', 'enter', 'the', 'church', 'for', 'praying', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 329,"['Money', 'for', 'this', 'govt', 'is', 'everything', 'but', 'this', 'is', 'a', 'mistaken', 'approach', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 330,"['One', 'might', 'say', 'this', 'vile', 'thing', 'was', 'not', 'the', 'govt', 's', 'fault', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 331,"['Nhar', 'il-', 'Ħadd', '6', ""ta'"", 'Ottubru', '2013', ',', 'l-', 'Assoċjazzjoni', 'Sport', 'Muturi', 'u', 'Karozzi', ',', 'bdiet', 'staġun', 'ieħor', 'tal-', 'attivijiet', 'bil-', 'karozzi', 'u', 'l-', 'muturi', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 332,"['Fl-', 'ewwel', 'attvitá', 'ħadu', 'sehem', '27', 'karozza', 'li', 'wħud', 'minnhom', 'huma', ""ta'"", 'sewwieqa', 'ġodda', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 333,"['Minkejja', 'l-', 'maltemp', 'li', 'ħakkem', 'il-', 'gżejjer', 'Maltin', 'kmieni', 'filgħodu', ',', 'dan', 'kien', ""ta'"", 'vantaġġ', 'għal', 'waqt', 'l-', 'attività', '.']","[5, 5, 5, 5, 5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 334,"['Mario', 'Scicluna', 'fuq', 'Opel', 'Corsa', 'u', 'Ivan', 'Birmingham', 'fuq', 'Suzuki', 'Swift', 'ġabru', 'l-', 'aktar', 'punti', 'fil-', 'ġurnata', ',', 'għalkemm', 'ħadd', 'mis-', 'sewwieqa', 'ma', 'rebaħ', 'il-', 'heats', 'kollha', 'tal-', 'ġurnata', '.']","[8, 3, 5, 2, 6, 5, 8, 3, 5, 2, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 335,"['Fil-', 'finali', ""ta'"", 'Klassi', 'A', 'rebaħ', 'Christian', 'Galea', 'fuq', 'il-', 'Fiat', 'Ritmo', '.', 'Filwaqt', 'li', 'fil-', 'finali', ""ta'"", 'Klassi', 'B', 'rebaħ', 'Josef', 'Grech', 'fuq', 'Ford', 'Fiesta', '.']","[5, 5, 5, 2, 6, 5, 8, 3, 5, 5, 2, 6, 5, 5, 5, 5, 5, 5, 2, 6, 5, 8, 3, 5, 2, 6, 5]"
 336,"['Fl-', 'aħħarnett', 'il-', 'President', 'tal-', 'ASMK', 'Frans', 'Deguara', 'ppreżenta', 't-', 'trofej', 'lir-', 'rebbieħa', 'kollha', '.']","[5, 5, 5, 5, 5, 0, 8, 3, 5, 5, 5, 5, 5, 5, 5]"
 337,"['Intant', 'nhar', 'il-', 'Ħadd', '27', ""ta'"", 'Ottubru', '2013', ',', 'l-', 'ASMK', 'tilqà', 'lill-', 'President', 'ta', 'Malta', 'l-', 'Eċċ', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 1, 5, 5, 5]"
 338,"['Tiegħu', 'Dr.', 'George', 'Abela', 'li', 'se', 'jkun', 'qed', 'jattendi', 'waqt', 'attività', 'oħra', 'mill-', 'ASMK', 'bil-', 'karozzi', 'u', 'l-', 'muturi']","[5, 5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5]"
 339,"['Il-', 'kontinġent', 'Malti', 'tal-', 'futbol', 'diġa', 'qiegħed', 'fid-', 'Danimarka', ',', 'sabiex', 'jipprepara', 'għall-', 'logħba', ""ta'"", 'għada', 'fil-', 'Parken', 'Stadium', ',', ""f'"", 'Copenhagen', '.']","[5, 5, 2, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 1, 4, 5, 5, 1, 5]"
 340,"['Dalgħodu', 'wara', 'l-', 'konferenza', 'stampa', ',', 'għall-', 'ħabta', 'tal-', 'għaxra', 'kellhom', 'ħin', ""ta'"", 'taħriġ', '.', 'Inklużi', 'fit-', 'tim', 'se', 'jkun', 'hemm', 'Andre', 'Schembri', 'u', 'Clifford', 'Gatt', 'Baldacchino', '.', 'Filwaqt', 'li', 'Jonathan', 'Caruana', 'kellu', 'jibqa`', 'barra', 'minħabba', 'li', 'weġġa`', 'fil-', 'konfront', ""ta'"", 'nhar', 'il-', 'Ġimgħa', 'kontra', 'r-', 'Repubblika', 'Ċeka']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 3, 5, 8, 3, 3, 5, 5, 5, 8, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 4]"
 341,"['Nicole', 'Gatt', ',', 'atleta', 'femminili', 'rapreżentat', 'lil-', 'Malta', 'fl-', 'isport', 'Olimpiku', 'tal-', 'Weightlifting', '.']","[8, 3, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5]"
 342,"['Hija', 'ħadet', 'sehem', 'fil-', 'Kampjonati', 'tal-', 'Commonwealth', 'ġewwa', 'Penang', 'fil-', 'Malasja', ',', 'fejn', 'rebħet', 'il-', 'midalja', 'tal-', 'bronż', 'fil-', 'kategorija', 'ġovanili', 'tat-', '53', 'kilo', '.']","[5, 5, 5, 5, 2, 6, 6, 5, 1, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 343,"['L-', 'ewwel', 'post', 'intrebaħ', 'minn', 'Niġerja', 'segwit', 'mill-', 'Indja', '.']","[5, 5, 5, 5, 5, 1, 5, 5, 1, 5]"
 344,"['Gatt', 'kellha', 'battalja', 'diffiċli', 'għal', 'din', 'il-', 'midalja', 'kontra', 'r-', 'rivali', 'prinċipali', 'tagħha', 'mill-', 'Malasja', 'li', 'kellha', 'l-', 'vantaġġ', 'fuqha', 'minħabba', 'li', 'sar', 'ġewwa', 'pajjiżha', 'stess', '.']","[8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 345,"['Bl-', 'inkoraġġiment', 'tal-', 'President', 'tal-', 'Weightlifting', 'Malti', 'u', 'l-', 'kowċ', 'Jesmond', 'Caruana', ',', 'Gatt', 'għalqet', 'il-', 'kompetizzjoni', ""b'"", 'total', ""ta'"", '118', 'kilo', ',', 'kilo', 'prezzjuż', 'aktar', 'mir-', 'rivali', 'tagħha', '.']","[5, 5, 5, 5, 5, 2, 6, 5, 5, 5, 8, 3, 5, 8, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
 346,['.'],[5]
 347,"['Dawn', 'il-', 'kompetizzjonijiet', 'huma', 'tassew', 'sfida', 'kbira', 'minħabba', 'il-', 'klima', 'differenti', 'u', 'ż-', 'żona', 'tal-', 'ħin', 'ferm', 'differenti', ',', 'li', 'servew', 'bħala', 'preparazzjoni', 'tajba', 'għal-', 'Logħob', 'Olimpiku', 'għaż-', 'Żgħażagħ', 'tas-', 'sena', 'd-', 'dieħla', 'li', 'se', 'jsiru', 'Nanjing', ',', 'iċ-', 'Ċina', ',', 'fejn', 'Gatt', 'mistenijja', 'li', 'tipparteċipa', '.']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 1, 5, 5, 1, 5, 5, 8, 5, 5, 5, 5]"
 348,"['Din', 'il-', 'parteċipazzjoni', ""ta'"", 'Gatt', 'ma', 'kinitx', 'tkun', 'possibli', 'mingħajr', 'il-', 'Kumitat', 'Olimpiku', 'Malti', ',', 'il-', 'Kunsill', 'Malti', 'għall-', 'iSport', 'u', 'l-', 'Federazzjoni', 'tal-', 'Weightlifting', 'tal-', 'Malasja']","[5, 5, 5, 5, 8, 5, 5, 5, 5, 5, 5, 0, 7, 7, 5, 5, 0, 7, 7, 7, 5, 5, 0, 7, 7, 5, 1]"
