id,tokens,ner_tags
 3418,"['Maar', 'als', 'van', 'de', 'dolfijnen', 'verteld', 'wordt', 'dat', 'ze', 'gedurende', 'drie', 'dagen', 'en', 'nachten', 'over', 'Elián', 'waakten', 'en', 'hem', 'naar', 'de', 'veiligheid', 'begeleidden', ',', 'waarom', 'kunnen', 'we', 'dan', 'niet', 'dromen', 'van', 'een', 'nog', 'ongelooflijker', 'mogelijkheid', ',', 'de', 'kans', 'dat', 'Eliáns', 'beproevingen', 'werkelijk', 'tot', 'iets', 'wonderlijks', 'kunnen', 'leiden', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0]"
 3419,"['Is', 'er', 'een', 'betere', 'manier', 'om', 'Eliáns', 'overleving', 'te', 'vieren', ',', 'zijn', 'koppige', 'bestaan', 'en', 'zijn', 'lange', 'toekomst', '?']","[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3420,"['Ariel', 'Dorfman']","[2, 4]"
 3421,"['Hij', 'zal', 'zich', 'er', 'bij', 'de', 'miljoenen', 'andere', 'Cubaanse', 'kinderen', 'voegen', 'die', 'al', 'evenzeer', 'om', 'aandacht', 'schreeuwen', ',', 'ook', 'al', 'hebben', 'ze', 'dan', 'geen', 'schipbreuk', 'geleden', 'en', 'zijn', 'ze', 'niet', 'psychisch', 'geteisterd', 'door', 'miljoenen', 'uren', 'televisieaandacht', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3422,"['Als', 'de', 'Verenigde', 'Staten', 'diplomatieke', 'en', 'economische', 'banden', 'kunnen', 'onderhouden', 'met', 'Vietnam', ',', 'een', 'natie', 'waartegen', 'het', ""zo'n"", 'lange', 'en', 'gruwelijke', 'en', 'bloedige', 'oorlog', 'heeft', 'gevoerd', ',', 'dan', 'kunnen', 'ze', 'toch', 'zeker', 'hetzelfde', 'doen', 'met', 'Cuba', '.']","[0, 0, 3, 8, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 3423,"['Ook', 'de', 'terugkeer', 'van', 'de', 'jongen', 'in', 'de', 'gelukkige', 'armen', 'van', 'zijn', 'vader', 'heeft', 'geen', 'einde', 'gemaakt', 'aan', 'de', 'strijd', 'om', 'Elián', ',', 'over', 'wiens', 'Betekenis', 'nu', 'dagelijks', 'geredetwist', 'wordt', 'door', 'duizenden', 'experts', 'en', 'specialisten', ',', 'politici', 'en', 'psychologen', ',', 'die', 'allemaal', 'met', 'hun', 'eigen', 'mening', 'aan', 'het', 'debat', 'willen', 'bijdragen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3424,"['Als', 'John', 'McCain', 'kan', 'terugkeren', 'naar', 'de', 'Vietnamese', 'gevangenis', 'waar', 'hij', 'werd', 'vastgehouden', ',', 'waarom', 'in', ""'s"", 'hemelsnaam', 'kan', 'president', 'Clinton', 'dan', 'niet', 'de', 'veel', 'kortere', 'en', 'veel', 'minder', 'pijnlijke', 'trip', 'naar', 'Cuba', 'maken', '?']","[0, 2, 4, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
 3425,"['Ariel', 'Dorfman', 'is', 'een', 'Chileense', 'auteur', '.']","[2, 4, 0, 0, 6, 0, 0]"
 3426,"['En', 'terwijl', 'deze', 'twee', 'buurlanden', 'naar', 'elkaar', 'toegroeiden', 'en', 'opnieuw', 'met', 'elkaar', 'leerden', 'te', 'leven', ',', 'zou', 'Elián', 'misschien', 'ook', 'niet', 'langer', 'betwist', 'gebied', 'hoeven', 'te', 'zijn', ',', 'noch', 'een', 'kloof', 'tussen', 'antagonisten', ',', 'noch', 'een', 'brug', 'die', 'hen', 'verbindt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3427,"['Terug', 'in', 'Cuba', 'zal', 'Elián', 'kunnen', 'genieten', 'van', 'wat', 'ontegensprekelijk', 'een', 'van', 'de', 'beste', 'onderwijs-', 'en', 'gezondheidssystemen', 'is', 'van', 'heel', 'het', 'Amerikaanse', 'continent', '.']","[0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
 3428,"['Maar', 'hij', 'zal', 'niet', 'kunnen', 'genieten', 'van', 'sommige', 'van', 'de', 'vrijheden', 'die', 'hij', 'zou', 'hebben', 'gehad', ',', 'in', 'theorie', 'althans', ',', 'als', 'hij', 'in', 'de', 'Verenigde', 'Staten', 'was', 'gebleven', ',', 'en', 'dan', 'heb', 'ik', 'het', 'niet', 'over', 'blitzbezoekjes', 'aan', 'Disneyland', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
 3429,"['Als', 'de', 'Cubaanse', 'regering', 'gewoon', 'al', 'zou', 'toestaan', 'dat', 'eender', 'welk', 'boek', 'vrij', 'in', 'het', 'land', 'mag', 'circuleren', ',', 'en', 'bovendien', 'zou', 'ophouden', 'met', 'de', 'onafhankelijke', 'bibliothecarissen', 'lastig', 'te', 'vallen', 'en', 'te', 'intimideren', 'die', 'zich', 'al', 'zo', 'lang', 'tegen', 'de', 'censuur', 'verzetten', ',', 'zou', 'dat', 'dan', 'geen', 'prachtig', 'geschenk', 'zijn', 'voor', 'Elián', 'en', 'voor', 'alle', 'toekomstige', 'generaties', 'Cubanen', '?']","[0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6, 0]"
 3430,"['Maar', 'misschien', 'kan', 'er', 'ook', 'wel', 'iets', 'goeds', 'voortkomen', 'uit', 'zoveel', 'pijn', ',', 'misschien', 'zijn', 'deze', 'traumatische', 'maanden', 'niet', 'voor', 'niets', 'geweest', ',', 'als', 'we', 'Elián', 'maar', 'niet', 'zouden', 'zien', 'als', 'een', 'afgrond', 'die', 'vijanden', 'van', 'elkaar', 'scheidt', ',', 'maar', '--', 'en', 'dat', 'is', 'mijn', 'metafoor', '--', 'als', 'een', 'brug', 'die', 'de', 'verzoening', 'tussen', 'hen', 'belichaamt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3431,"['-DOCSTART-', 'Lance', 'Armstrong', 'zit', 'met', 'een', 'ander', 'perspectief', 'op', 'de', 'fiets', 'dan', 'de', 'rest', 'van', 'het', 'peloton', '.']","[0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3432,['Sport'],[6]
 3433,"['In', 'de', 'Vuelta', 'van', 'dat', 'jaar', 'sleepte', 'hij', 'de', 'vierde', 'positie', 'in', 'de', 'wacht', '.']","[0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3434,"['Bovendien', 'bleek', 'de', 'ziekte', 'van', 'de', 'Texaan', 'al', 'in', 'een', 'vergevorderd', 'stadium', 'te', 'zitten', ':', 'via', 'het', 'bloed', 'hadden', 'de', 'kankercellen', 'zich', 'al', 'verspreid', 'naar', 'zijn', 'longen', 'en', 'hersenen', '.']","[0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3435,"['Het', 'klinkt', 'wat', 'ongepast', ',', 'maar', 'misschien', 'is', 'het', 'wel', 'net', 'zijn', 'kankerverleden', 'dat', 'de', 'Texaan', 'in', 'staat', 'stelt', 'om', 'nog', 'even', 'door', 'te', 'gaan', 'wanneer', 'concurrenten', 'als', 'Pantani', 'en', 'Ullrich', 'het', 'begeven', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0]"
 3436,"['De', 'Morgen']","[5, 1]"
 3437,"['Na', 'enkele', 'tegenslagen', 'begin', ""'98"", 'wilde', 'Armstrong', 'niet', 'ermee', 'kappen', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]"
 3438,"['Armstrong', 'toont', 'in', 'Door', 'de', 'pijngrens', 'dat', 'hij', 'meer', 'te', 'melden', 'heeft', 'dan', 'de', 'doorsneecoureur', 'en', 'vertelt', 'zijn', 'verhaal', 'bovendien', 'met', 'een', 'ontroerende', 'openhartigheid', '.']","[2, 0, 0, 6, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3439,"['Journaliste', 'Sally', 'Jenkins', 'maakte', 'er', 'een', 'vlot', 'lezend', 'boek', 'van', 'dat', 'in', 'de', 'Verenigde', 'Staten', 'een', 'bestseller', 'is', 'geworden', '.']","[0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 0, 0, 0, 0, 0]"
 3440,"['Het', 'was', 'een', 'manoeuvre', 'dat', 'bekend', 'zou', 'worden', 'als', 'de', 'klassieke', 'vroege', 'Armstrong-aanval', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
 3441,"['Lance', 'Armstrong', ',', 'Door', 'de', 'pijngrens', '.']","[2, 4, 0, 6, 7, 7, 0]"
 3442,"['Normaal', 'gesproken', 'zou', 'dat', 'me', 'in', 'de', 'problemen', 'hebben', 'gebracht', 'bij', 'de', 'Internationale', 'Wielerunie', ',', 'omdat', 'het', 'als', 'doping', 'te', 'boek', 'staat', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3443,"['Uitgeverij', 'Het', 'Spectrum', ',', '284', 'bladzijden', ',', '570', 'frank', '.']","[0, 5, 1, 0, 0, 0, 0, 0, 0, 0]"
 3444,"['Eerst', 'moest', 'Armstrong', 'een', 'hersenoperatie', 'ondergaan', '.']","[0, 0, 2, 0, 0, 0, 0]"
 3445,"['Maar', 'hoewel', 'de', 'dokters', 'hem', 'bijna', 'geen', 'kans', 'meer', 'gaven', 'kwam', 'Armstrong', 'erdoor', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]"
 3446,"['Niets', 'om', 'je', 'zorgen', 'over', 'te', 'maken', ',', 'dacht', 'Armstrong', ',', 'tot', 'hij', 'op', '2', 'oktober', ""'96"", 'van', 'de', 'dokters', 'te', 'horen', 'kreeg', 'dat', 'hij', 'teelbalkanker', 'had', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3447,"['Misschien', 'heeft', 'dat', 'wel', 'wat', 'te', 'maken', 'met', 'de', 'humor', 'en', 'zelfrelativering', 'van', 'Armstrong', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
 3448,"['""', 'In', 'een', 'wedstrijd', 'lijden', 'is', 'niets', 'vergeleken', 'met', 'het', 'liggen', 'in', 'een', 'ziekenhuisbed', 'terwijl', 'er', 'een', 'catheter', 'uit', 'je', 'borst', 'hangt', 'en', 'er', 'chemo', 'door', 'je', 'aderen', 'schroeit', 'en', 'je', 'vijf', 'dagen', 'per', 'week', '24', 'uur', 'lang', 'overgeeft', '""', ',', 'schrijft', 'Armstrong', 'in', 'Door', 'de', 'pijngrens', ',', 'het', 'relaas', 'van', 'zijn', 'gevecht', 'tegen', 'kanker', ',', 'dat', 'eindigde', 'op', 'het', 'podium', 'van', 'de', 'Ronde', 'van', 'Frankrijk', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 6, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 0]"
 3449,"['En', 'tot', 'slot', 'probeerde', 'werkgever', 'Cofidis', ',', 'met', 'succes', ',', 'onder', 'het', 'contract', 'uit', 'te', 'komen', 'dat', 'net', 'voor', 'de', 'diagnose', 'was', 'afgesloten', '.']","[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3450,"['Ruud', 'Goossens']","[2, 4]"
 3451,"['(', 'RG', ')']","[0, 2, 0]"
 3452,"['""', 'Vergeleken', 'met', 'de', 'chemotherapie', 'leek', 'zelfs', 'de', 'hoogste', 'Alpen-col', 'een', 'makkie', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
 3453,"['Zijn', 'ziekte', 'schonk', 'Armstrong', 'een', 'ander', 'lichaam', ':', 'voor', 'oktober', '1996', 'bedroeg', 'zijn', 'competitiegewicht', '87,5', 'kilogram', ',', 'na', 'zijn', 'herstel', 'was', 'hij', '8', 'kilo', 'lichter', '.']","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3454,"['Vorig', 'jaar', 'won', 'de', 'Amerikaan', 'overtuigend', 'de', 'Ronde', 'van', 'Frankrijk', '.']","[0, 0, 0, 0, 6, 0, 0, 6, 7, 7, 0]"
 3455,"['Metro', 'zet', 'het', 'bos', 'op', 'de', 'kaart']","[5, 0, 0, 0, 0, 0, 0]"
 3456,"['Veertig', 'jaar', 'VALENTINO', '.']","[0, 0, 2, 0]"
 3457,"['SEX', '&', 'the', 'CITY']","[6, 7, 7, 7]"
 3458,"['Volgende', 'donderdag', 'bij', 'de', 'vrijetijdsbijlage', 'Metro', 'van', 'De', 'Morgen', ':']","[0, 0, 0, 0, 0, 5, 0, 5, 1, 0]"
 3459,"['Belkis', 'Sögütoglu', ',', 'van', 'origine', 'Turks', ',', 'werd', 'drie', 'maanden', 'geleden', 'lid', 'van', 'het', 'Vlaams', 'Blok', '.']","[2, 4, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 0]"
 3460,"['De', 'Nederlandse', 'bedrijfsconsultant', 'drs.', 'Gyuri', 'Vergouw', 'publiceerde', 'amper', 'drie', 'weken', 'geleden', 'de', 'resultaten', 'van', 'een', 'wetenschappelijk', 'onderzoek', 'over', 'de', 'strafschop', 'en', 'bezorgde', 'de', 'Nederlandse', 'bondscoach', 'en', 'alle', 'spelers', 'een', 'exemplaar', '.']","[0, 6, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0]"
 3461,"['Omdat', 'iedereen', 'naar', 'FRIENDS', 'zit', 'te', 'kijken', 'heeft', 'men', 'er', 'zelf', 'geen', '.', ""'""]","[0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3462,"['ORBIS', 'TERRARUM', 'in', 'Antwerpen', 'fascineert', 'en', 'ontroert', '.', ""'""]","[3, 8, 0, 3, 0, 0, 0, 0, 0]"
 3463,"['Bart', 'Bode', 'van', 'Broederlijk', 'Delen', 'en', 'economieprofessor', 'en', 'VLD-senator', 'Paul', 'De', 'Grauwe', 'praten', 'in', 'het', 'tweede', 'deel', 'van', 'onze', 'reeks', 'over', 'GELD', 'met', 'elkaar', 'over', 'schulden', ',', 'Tobin-', 'en', 'andere', 'heffingen', 'en', 'de', 'zin', '/', 'onzin', 'van', 'rijkdom', '.']","[2, 4, 0, 5, 1, 0, 0, 0, 6, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3464,"['Opnieuw', 'gratis', 'wandelkaarten', 'voor', 'onbekende', 'Belgische', 'bosgebieden', '.']","[0, 0, 0, 0, 0, 6, 0, 0]"
 3465,"['De', 'Chinese', 'burgeroorlog', 'kostte', 'in', '1947', 'het', 'leven', 'aan', 'de', 'jonge', 'Nederlandse', 'missionaris', 'Leo', 'Bruns', '.']","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 4, 0]"
 3466,"['Een', 'succesrijke', 'Amerikaanse', 'tv-reeks', 'ontlokt', 'Sophie', 'De', 'SCHAEPDRIJVER', 'beschouwingen', 'over', 'het', '(', 'vermeende', '?', ')', 'bankroet', 'van', 'het', 'feminisme', '.']","[0, 0, 6, 0, 0, 2, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3467,"['Clinton-adviseur', 'Robert', 'Putnam', 'over', 'het', 'gebrek', 'aan', 'sociaal', 'kapitaal', '.']","[6, 2, 4, 0, 0, 0, 0, 0, 0, 0]"
 3468,"['De', 'Morgen']","[5, 1]"
 3469,"['Eric', 'Bracke', 'weet', 'niet', 'waar', 'eerst', 'te', 'beginnen', ':', 'bij', 'de', 'prachtige', ',', 'fantasierijke', 'illustraties', 'uit', 'de', 'oude', 'atlassen', 'of', 'bij', 'het', 'werk', 'van', 'de', 'hedendaagse', 'kunstenaars', 'dat', 'ertussen', 'wordt', 'gepresenteerd', '.']","[2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3470,"['Portret', 'door', 'Agnes', 'Goyvaerts', '.']","[0, 0, 2, 4, 0]"
 3471,"['Algemeen', '(', '1', '&', '3', ')']","[6, 0, 0, 0, 0, 0]"
 3472,"['De', 'Morgen']","[5, 1]"
 3473,"['Sectorale', 'plannen', 'komen', 'tot', 'stand', 'door', 'een', 'CAO', ',', 'die', 'wordt', 'afgesloten', 'tussen', 'werkgeversorganisaties', 'en', 'vakbonden', 'en', 'die', 'alle', 'aangesloten', 'bedrijven', 'bindt', '.']","[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3474,"['De', 'regering-Verhofstadt', 'breidt', 'de', 'toegang', 'tot', 'de', 'pensioenfondsen', 'uit', 'en', 'maakt', 'de', 'regeling', 'vooral', 'aantrekkelijk', 'voor', 'bedrijfssectoren', '.']","[0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3475,"['Minister', 'Vandenbroucke', 'heeft', 'nu', 'tot', 'september', 'de', 'tijd', 'om', 'de', 'beslissing', 'van', 'gisteren', 'in', 'wettelijke', 'regels', 'om', 'te', 'zetten', '.']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3476,"['Hoofdauteur', 'van', 'die', 'regeling', 'is', 'minister', 'van', 'Pensioenen', 'Frank', 'Vandenbroucke', '(', 'SP', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 5, 2, 4, 0, 5, 0, 0]"
 3477,"['Ter', 'vergelijking', ':', 'in', 'Nederland', 'valt', '95', 'procent', 'van', 'de', 'werknemers', 'onder', 'een', 'vergelijkbaar', 'stelsel', '.']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3478,"['Ze', 'komt', 'er', 'nu', ',', 'omdat', 'in', 'de', 'sectoren', 'begin', 'volgend', 'jaar', 'over', 'nieuwe', 'collectieve', 'arbeidsovereenkomsten', '(', ""CAO's"", ')', 'moet', 'worden', 'onderhandeld', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0]"
 3479,"['Sterkere', 'sectoren', 'zoals', 'staal', 'en', 'bouw', 'werken', 'intussen', 'ook', 'op', 'hun', 'niveau', 'aan', 'een', 'tweede', 'pensioenpijler', 'en', 'putten', 'daarvoor', 'bijdragen', 'uit', 'de', 'Fondsen', 'voor', 'Bestaanszekerheid', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 7, 0]"
 3480,"['De', 'beslissing', 'over', 'de', 'tweede', 'pensioenpijler', 'staat', 'enigszins', 'los', 'van', 'de', 'discussie', 'over', 'het', 'Zilverfonds', ',', 'waarvan', 'de', 'inzet', 'een', ""'"", 'demografische', 'reserve', ""'"", 'is', 'om', 'over', 'tien', 'jaar', 'de', 'kosten', 'van', 'de', 'vergrijzing', '(', 'basispensioenen', ',', 'verzorging', '...', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3481,['Journaal'],[6]
 3482,['Brussel'],[3]
 3483,"['patrick', 'martens']","[2, 4]"
 3484,"['Vogens', 'het', 'kabinet-Vandenbroucke', 'maken', 'verscheidene', 'elementen', 'de', 'nieuwe', 'regeling', 'aantrekkelijk', 'voor', 'de', 'sectoren', '.']","[0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3485,"['Patrick', 'Martens']","[2, 4]"
 3486,"['Dat', 'schrijft', 'het', 'gezaghebbende', 'Duitse', 'blad', 'Auto', ',', 'Motor', 'und', 'Sport', '.']","[0, 0, 0, 0, 6, 0, 5, 1, 1, 1, 1, 0]"
 3487,"['Freddy', 'Carremans']","[2, 4]"
 3488,"['Eerder', 'al', 'verkocht', 'Ecclestone', 'de', 'helft', 'van', 'zijn', 'formule', '1-bedrijf', 'aan', 'de', 'Duitse', 'mediagroep', 'EM.TV', '.']","[0, 0, 0, 2, 0, 0, 0, 0, 6, 7, 0, 0, 6, 0, 5, 0]"
 3489,"['Ecclestone', 'en', 'Mosley', 'willen', 'de', 'Europese', 'Commissie', 'bewijzen', 'dat', 'er', 'tussen', 'de', 'FIA', 'en', 'de', 'Formule', '1-holding', 'van', 'Ecclestone', ',', 'de', 'bezitter', 'van', 'de', 'commerciële', 'rechten', ',', 'geen', 'vervlechting', 'van', 'belangen', 'bestaat', '.']","[2, 0, 2, 0, 0, 5, 1, 0, 0, 0, 0, 0, 5, 0, 0, 6, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3490,['Sport'],[6]
 3491,"['De', 'wereldbond', 'wil', 'met', 'de', 'kunstgreep', 'de', 'EU-verwijten', 'wegnemen', 'dat', 'het', 'als', 'monopolist', 'over', 'licenties', 'en', 'tv-rechten', 'beschikt', '.']","[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3492,"[""'"", 'Ecclestone', 'bereidt', 'WK', 'Formule', '1', 'zonder', 'FIA', 'voor', ""'""]","[0, 2, 0, 6, 7, 7, 0, 5, 0, 0]"
 3493,"['Ook', 'dat', 'werd', 'beschouwd', 'om', 'de', 'verwijten', 'van', 'de', 'EU', 'over', 'monopolievorming', 'te', 'ontkrachten', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]"
 3494,"['De', 'Morgen']","[5, 1]"
 3495,"['De', 'Brit', 'zou', 'FIA-voorzitter', 'Max', 'Mosley', 'al', 'een', 'voorstel', 'hebben', 'gedaan', '.']","[0, 6, 0, 6, 2, 4, 0, 0, 0, 0, 0, 0]"
 3496,"['Formule', '1-tycoon', 'Bernie', 'Ecclestone', 'bereidt', 'een', 'wereldkampioenschap', 'voor', 'zonder', 'de', 'internationale', 'automobielfederatie', 'FIA', '.']","[6, 7, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0]"
 3497,"['""', 'Het', 'gaat', 'hier', 'niet', 'om', 'migranten', 'maar', 'om', 'jongeren', 'in', 'nood', '""', ',', 'vindt', 'Agalev-senator', 'Frans', 'Lozie', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 4, 0]"
 3498,"['Agalev', 'en', 'Ecolo', 'beseffen', 'evenwel', 'dat', 'een', 'wijziging', 'in', 'het', 'beleid', 'enkel', 'op', 'Belgisch', 'niveau', 'zinloos', 'is', '.']","[5, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0]"
 3499,"['De', 'proefballon', 'van', 'de', 'eigen', 'groene', 'Vlaamse', 'minister', 'Mieke', 'Vogels', 'om', 'jonge', 'vluchtelingen', 'in', 'aparte', 'gesloten', 'centra', 'onder', 'te', 'brengen', 'wordt', 'zonder', 'pardon', 'afgeschoten', '.']","[0, 0, 0, 0, 0, 0, 6, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
 3500,['Journaal'],[6]
 3501,"['Agalev-kamerlid', 'Fauzaya', 'Talhaoui', 'gelooft', 'in', 'migratiecontingentering', 'volgens', 'criteria']","[6, 2, 4, 0, 0, 0, 0, 0]"
 3502,"['""', 'Er', 'moet', 'een', 'evenwicht', 'gezocht', 'worden', 'tussen', 'de', 'behoeftes', 'hier', 'en', 'de', 'noden', 'in', 'de', 'emigratielanden', '""', ',', 'zegt', 'Agalev-kamerlid', 'Fauzaya', 'Talhaoui', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 4, 0]"
 3503,"['De', 'Morgen']","[5, 1]"
